成交日期,证券代码,证券名称,买卖标志,成交价格,成交数量,成交金额,手续费,印花税,过户费
2025-07-15,002511,中顺洁柔,卖出,7.86,3700,29082.0,6.85,14.55,0.3
2025-07-16,002511,中顺洁柔,卖出,7.86,3700,29082.0,6.85,14.55,0.29
2025-07-16,002728,特一药业,买入,9.2,3100,28520.0,6.71,0.0,0.29
2025-07-17,002728,特一药业,卖出,9.25,3100,28675.0,6.75,14.34,0.29
2025-07-17,300255,常山药业,买入,43.88,600,26328.0,6.2,0.0,0.26
2025-07-18,300255,常山药业,卖出,44.3,600,26580.0,6.26,13.31,0.25
2025-07-18,002466,天齐锂业,买入,35.59,800,28472.0,6.7,0.0,0.28
2025-07-21,002466,天齐锂业,卖出,35.84,800,28672.0,6.75,14.33,0.29
2025-07-21,600595,中孚实业,买入,4.64,6400,29696.0,6.99,0.0,0.29
2025-07-22,600595,中孚实业,卖出,4.66,6400,29824.0,7.02,14.91,0.3
2025-07-22,300189,神农种业,买入,4.79,6200,29698.0,6.99,0.0,0.3
2025-07-23,002508,老板电器,买入,19.64,1400,27496.0,6.47,0.0,0.27
2025-07-23,300189,神农种业,卖出,4.56,6200,28272.0,6.66,14.14,0.28
2025-07-24,300189,神农种业,买入,4.82,5800,27956.0,6.58,0.0,0.28
2025-07-24,002508,老板电器,卖出,19.51,1400,27314.0,6.43,13.67,0.28
2025-07-25,300189,神农种业,卖出,5.02,5800,29116.0,6.85,14.56,0.29
2025-07-25,300059,东方财富,买入,24.36,1200,29232.0,6.88,0.0,0.29
2025-07-29,300059,东方财富,卖出,23.9,1200,28680.0,6.75,14.35,0.29
2025-07-29,002317,众生药业,买入,19.13,1100,21043.0,5.0,0.0,0.21
2025-07-29,300086,康芝药业,买入,8.0,900,7200.0,5.0,0.0,0.07
2025-07-30,002317,众生药业,卖出,19.52,1100,21472.0,5.05,10.74,0.21
2025-07-30,300086,康芝药业,卖出,7.92,900,7128.0,5.0,3.56,0.07
2025-07-30,300537,广信材料,买入,26.92,1000,26920.0,6.34,0.0,0.27
2025-08-04,300537,广信材料,卖出,24.73,1000,24730.0,5.82,12.39,0.22
2025-08-04,300255,常山药业,买入,43.26,600,25956.0,6.11,0.0,0.26
2025-08-06,300537,广信材料,买入,25.96,1000,25960.0,6.11,0.0,0.26
2025-08-06,300255,常山药业,卖出,42.66,600,25596.0,6.03,12.8,0.26
2025-08-07,300537,广信材料,卖出,26.2,1000,26200.0,6.17,13.1,0.29
2025-08-07,300251,光线传媒,买入,21.47,1200,25764.0,6.06,0.0,0.26
2025-08-08,300251,光线传媒,卖出,20.83,1200,24996.0,5.88,12.5,0.25
2025-08-08,300058,蓝色光标,买入,7.11,3600,25596.0,6.03,0.0,0.25
2025-08-11,300058,蓝色光标,卖出,6.84,3600,24624.0,5.8,12.31,0.25
2025-08-11,002511,中顺洁柔,买入,8.227,3000,24681.0,5.81,0.0,0.24
2025-08-13,002511,中顺洁柔,卖出,8.22,3000,24660.0,5.8,12.33,0.25
2025-08-13,300351,永贵电器,买入,18.35,1300,23855.0,5.62,0.0,0.24
2025-08-14,300351,永贵电器,卖出,19.26,1300,25038.0,5.89,12.52,0.25
2025-08-14,300059,东方财富,买入,24.52,1000,24520.0,5.77,0.0,0.25
2025-08-15,300059,东方财富,卖出,24.39,1000,24390.0,5.74,12.2,0.24
2025-08-15,600737,中粮糖业,买入,13.15,1900,24985.0,5.88,0.0,0.25
2025-08-19,300086,康芝药业,买入,7.42,4200,31164.0,7.34,0.0,0.31
2025-08-19,600737,中粮糖业,卖出,16.07,1900,30533.0,7.19,15.27,0.31
2025-08-20,600673,东阳光,买入,18.87,1500,28305.0,6.66,0.0,0.28
2025-08-20,300086,康芝药业,卖出,7.1,4200,29820.0,7.02,14.92,0.3
2025-08-22,600673,东阳光,卖出,18.74,1500,28110.0,6.62,14.06,0.28
2025-08-22,300537,广信材料,买入,28.5,1000,28500.0,6.71,0.0,0.29
2025-08-25,300537,广信材料,卖出,29.05,1000,29050.0,6.84,14.52,0.29
2025-08-25,300058,蓝色光标,买入,7.5,4000,30000.0,7.06,0.0,0.3
2025-08-27,300058,蓝色光标,卖出,7.53,4000,30120.0,7.09,15.05,0.31
2025-08-27,002555,三七互娱,买入,20.35,1400,28490.0,6.71,0.0,0.28
2025-08-28,002555,三七互娱,卖出,19.29,1400,27006.0,6.36,13.5,0.27
2025-08-28,002340,格林美,买入,7.39,3800,28082.0,6.61,0.0,0.28
2025-08-29,002340,格林美,卖出,7.56,3800,28728.0,6.76,14.36,0.29
2025-08-29,600039,四川路桥,买入,8.67,3300,28611.0,6.74,0.0,0.29
2025-09-01,600039,四川路桥,买入,8.92,3400,30328.0,7.14,0.0,0.31
2025-09-01,600039,四川路桥,卖出,9.21,3300,30393.0,7.15,15.2,0.3
2025-09-04,600039,四川路桥,卖出,8.77,3400,29818.0,7.02,14.92,0.29
2025-09-04,601012,隆基绿能,买入,17.43,1700,29631.0,6.98,0.0,0.3
2025-09-05,601012,隆基绿能,卖出,17.8,1700,30260.0,7.12,15.13,0.3
2025-09-05,300351,永贵电器,买入,17.43,1700,29631.0,6.98,0.0,0.31
2025-09-08,300351,永贵电器,卖出,17.52,1700,29784.0,7.01,14.89,0.3
2025-09-08,300189,神农种业,买入,4.69,6600,30954.0,7.29,0.0,0.31
2025-09-09,300189,神农种业,卖出,4.6,6600,30360.0,7.15,15.18,0.3
2025-09-09,600958,东方证券,买入,10.97,2800,30716.0,7.23,0.0,0.3
2025-09-12,600958,东方证券,卖出,10.9,2800,30520.0,7.18,15.26,0.31
2025-09-12,000519,中兵红箭,买入,18.54,1600,29664.0,6.98,0.0,0.3
2025-09-16,000519,中兵红箭,卖出,18.35,1600,29360.0,6.91,14.68,0.29
2025-09-16,300086,康芝药业,买入,7.08,4200,29736.0,7.0,0.0,0.33
2025-09-17,002551,尚荣医疗,买入,4.36,6600,28776.0,6.77,0.0,0.29
2025-09-17,300086,康芝药业,卖出,6.83,4200,28686.0,6.75,14.35,0.28
2025-09-18,002551,尚荣医疗,卖出,4.18,6600,27588.0,6.49,13.82,0.27
2025-09-18,000100,TCL科技,买入,4.4,6300,27720.0,6.53,0.0,0.28
2025-09-22,000100,TCL科技,卖出,4.36,6300,27468.0,6.47,13.73,0.27
2025-09-22,300967,晓鸣股份,买入,23.88,1100,26268.0,6.18,0.0,0.26
2025-09-23,300967,晓鸣股份,卖出,23.52,1100,25872.0,6.09,12.94,0.26
2025-09-23,600900,长江电力,买入,27.33,900,24597.0,5.79,0.0,0.25
2025-09-23,000665,湖北广电,买入,5.93,400,2372.0,5.0,0.0,0.02
2025-09-25,000665,湖北广电,卖出,6.21,400,2484.0,5.0,1.24,0.02
2025-09-25,600900,长江电力,卖出,27.31,900,24579.0,5.79,12.29,0.25
2025-09-25,002181,粤 传 媒,买入,7.89,3400,26826.0,6.31,0.0,0.27
2025-09-29,601985,中国核电,买入,8.71,3100,27001.0,6.36,0.0,0.27
2025-09-29,002181,粤 传 媒,卖出,8.04,3400,27336.0,6.43,13.67,0.27
2025-09-30,300189,神农种业,买入,4.37,6300,27531.0,6.48,0.0,0.28
2025-09-30,601985,中国核电,卖出,8.72,3100,27032.0,6.36,13.52,0.27
2025-10-13,300189,神农种业,卖出,4.66,6300,29358.0,6.91,14.68,0.29
2025-10-13,600674,川投能源,买入,14.84,1900,28196.0,6.64,0.0,0.28
2025-10-17,600674,川投能源,卖出,14.81,1900,28139.0,6.62,14.07,0.28
2025-10-20,002840,华统股份,买入,10.69,2700,28863.0,6.79,0.0,0.28
2025-10-21,002840,华统股份,卖出,10.61,2700,28647.0,6.74,14.32,0.28
2025-10-21,301211,亨迪药业,买入,13.1,2200,28820.0,6.78,0.0,0.29
2025-10-23,301211,亨迪药业,卖出,14.29,2200,31438.0,7.4,15.72,0.32
2025-10-27,002167,东方锆业,买入,13.37,2300,30751.0,7.24,0.0,0.31
2025-10-29,002167,东方锆业,卖出,13.27,2300,30521.0,7.18,15.26,0.31
2025-10-30,301211,亨迪药业,买入,13.79,2200,30338.0,7.14,0.0,0.3
2025-11-05,301211,亨迪药业,卖出,14.49,2200,31878.0,7.5,15.94,0.32
2025-11-05,300453,三鑫医疗,买入,9.73,3300,32109.0,7.56,0.0,0.33
2025-11-06,300453,三鑫医疗,卖出,9.62,3300,31746.0,7.47,15.88,0.33
2025-11-10,301211,亨迪药业,买入,14.65,2100,30765.0,7.24,0.0,0.31
2025-11-13,301211,亨迪药业,卖出,14.4,2100,30240.0,7.12,15.12,0.29
2025-11-13,002878,元隆雅图,买入,19.2,1600,30720.0,7.23,0.0,0.31
2025-11-14,002878,元隆雅图,卖出,19.07,1600,30512.0,7.18,15.26,0.3
2025-11-14,603811,诚意药业,买入,12.0,2500,30000.0,7.06,0.0,0.3
2025-11-18,603811,诚意药业,卖出,11.55,2500,28875.0,6.8,14.44,0.29
2025-11-18,300537,广信材料,买入,22.58,1300,29354.0,6.91,0.0,0.29
2025-11-25,300537,广信材料,卖出,23.21,1300,30173.0,7.1,15.09,0.3
2025-11-25,002291,遥望科技,买入,7.78,3900,30342.0,7.14,0.0,0.3
2025-11-27,002291,遥望科技,卖出,7.89,3900,30771.0,7.24,15.39,0.31
2025-11-27,003023,彩虹集团,买入,23.35,1300,30355.0,7.15,0.0,0.3
2025-12-02,002162,悦心健康,买入,5.18,6000,31080.0,7.32,0.0,0.35
2025-12-02,003023,彩虹集团,卖出,23.61,1300,30693.0,7.23,15.35,0.31
2025-12-04,002162,悦心健康,卖出,5.13,6000,30780.0,7.25,15.39,0.31
2025-12-04,002321,华英农业,买入,2.83,10900,30847.0,7.26,0.0,0.32
2025-12-05,002321,华英农业,卖出,2.74,10900,29866.0,7.03,14.93,0.3
2025-12-05,300024,机器人,买入,17.52,1700,29784.0,7.01,0.0,0.3
2025-12-11,300024,机器人,卖出,17.25,1700,29325.0,6.9,14.67,0.29
2025-12-11,603087,甘李药业,买入,65.21,400,26084.0,6.14,0.0,0.27
2025-12-16,603087,甘李药业,卖出,65.82,400,26328.0,6.2,13.16,0.26
2025-12-16,603366,日出东方,买入,10.09,2900,29261.0,6.89,0.0,0.29
2025-12-19,603366,日出东方,卖出,10.16,2900,29464.0,6.94,14.73,0.29
2025-12-19,301211,亨迪药业,买入,12.58,2300,28934.0,6.81,0.0,0.3
2025-12-25,301211,亨迪药业,卖出,12.47,2300,28681.0,6.75,14.33,0.27
2025-12-25,000617,中油资本,买入,9.64,3000,28920.0,6.81,0.0,0.29
2026-01-05,300687,赛意信息,买入,23.5,1200,28200.0,6.64,0.0,0.28
2026-01-05,000617,中油资本,卖出,9.42,3000,28260.0,6.65,14.13,0.28
2026-01-06,300687,赛意信息,卖出,24.28,1200,29136.0,6.86,14.57,0.29
2026-01-08,301211,亨迪药业,买入,12.81,2300,29463.0,6.94,0.0,0.29
2026-01-12,301211,亨迪药业,卖出,12.92,2300,29716.0,7.0,14.86,0.3
2026-01-12,002291,遥望科技,买入,7.28,4100,29848.0,7.03,0.0,0.3
2026-01-13,002291,遥望科技,卖出,7.74,4100,31734.0,7.47,15.87,0.32
2026-01-13,301211,亨迪药业,买入,13.46,2300,30958.0,7.29,0.0,0.31
2026-01-15,301211,亨迪药业,卖出,12.92,2300,29716.0,7.0,14.86,0.3
2026-01-15,000833,粤桂股份,买入,21.91,1300,28483.0,6.7,0.0,0.29
2026-01-22,000833,粤桂股份,卖出,20.96,1300,27248.0,6.41,13.62,0.27
2026-01-22,300651,金陵体育,买入,26.33,1100,28963.0,6.82,0.0,0.29
2026-01-23,301211,亨迪药业,买入,12.96,2200,28512.0,6.71,0.0,0.29
2026-01-23,300651,金陵体育,卖出,25.68,1100,28248.0,6.65,14.11,0.3
2026-01-27,301211,亨迪药业,卖出,14.06,2200,30932.0,7.28,15.46,0.31
2026-01-28,600036,招商银行,买入,38.36,800,30688.0,7.22,0.0,0.31
2026-01-29,600036,招商银行,卖出,37.68,800,30144.0,7.1,15.07,0.3
2026-01-29,600722,金牛化工,买入,8.06,3700,29822.0,7.02,0.0,0.3
2026-02-02,600722,金牛化工,卖出,7.92,3700,29304.0,6.9,14.65,0.3
2026-02-02,002041,登海种业,买入,11.92,2500,29800.0,7.01,0.0,0.3
2026-02-05,002041,登海种业,卖出,10.79,2500,26975.0,6.35,13.49,0.27
2026-02-05,301211,亨迪药业,买入,12.94,2000,25880.0,6.09,0.0,0.25
2026-02-09,301211,亨迪药业,卖出,13.18,2000,26360.0,6.21,13.18,0.26
2026-02-09,300493,润欣科技,买入,19.78,1300,25714.0,6.05,0.0,0.26
2026-02-10,300493,润欣科技,卖出,19.92,1300,25896.0,6.1,12.95,0.26
2026-02-10,301211,亨迪药业,买入,13.23,2000,26460.0,6.23,0.0,0.26
2026-02-11,301211,亨迪药业,卖出,12.98,2000,25960.0,6.11,12.98,0.26
2026-02-11,600080,金花股份,买入,8.37,3200,26784.0,6.3,0.0,0.27
2026-02-24,600080,金花股份,卖出,8.43,3200,26976.0,6.35,13.49,0.27
2026-02-24,301211,亨迪药业,买入,12.74,2100,26754.0,6.3,0.0,0.26
