成交日期,证券代码,证券名称,买卖标志,成交价格,成交数量,成交金额,手续费,印花税,过户费
2024-02-29,002466,天齐锂业,卖出,52.7,1400,73780.0,17.37,36.89,0.0
2024-02-29,605338,巴比食品,卖出,17.17,400,6868.0,5.0,3.44,0.06
2024-02-29,600313,农发种业,买入,7.85,10200,80070.0,18.85,0.0,0.8
2024-03-05,600313,农发种业,卖出,7.49,10200,76398.0,17.98,38.19,0.76
2024-03-05,600673,东阳光,买入,7.67,10000,76700.0,18.06,0.0,0.76
2024-03-08,600673,东阳光,卖出,7.61,10000,76100.0,17.91,38.04,0.78
2024-03-08,600707,彩虹股份,买入,7.2,10500,75600.0,17.8,0.0,0.74
2024-03-11,600707,彩虹股份,卖出,7.32,10500,76860.0,18.09,38.43,0.76
2024-03-11,605338,巴比食品,买入,16.93,4500,76185.0,17.93,0.0,0.78
2024-03-14,605338,巴比食品,卖出,17.24,4500,77580.0,18.26,38.73,0.8
2024-03-14,002508,老板电器,买入,25.11,3100,77841.0,18.32,0.0,0.0
2024-03-15,600673,东阳光,买入,7.91,9900,78309.0,18.43,0.0,0.79
2024-03-15,002508,老板电器,卖出,25.08,3100,77748.0,18.3,38.81,0.0
2024-03-19,600673,东阳光,卖出,8.27,9900,81873.0,19.27,40.94,0.82
2024-03-19,600673,东阳光,买入,8.53,9600,81888.0,19.28,0.0,0.82
2024-03-25,600673,东阳光,卖出,8.46,9600,81216.0,19.12,40.61,0.81
2024-03-26,600673,东阳光,买入,8.72,9300,81096.0,19.09,0.0,0.81
2024-03-28,600673,东阳光,卖出,8.73,9300,81189.0,19.11,40.6,0.86
2024-03-28,600998,九州通,买入,7.96,10200,81192.0,19.11,0.0,0.81
2024-03-29,600998,九州通,卖出,8.09,10200,82518.0,19.42,41.26,0.83
2024-03-29,600707,彩虹股份,买入,7.35,11200,82320.0,19.38,0.0,0.82
2024-04-02,600707,彩虹股份,卖出,8.46,11200,94752.0,22.3,47.38,0.95
2024-04-03,002044,美年健康,买入,5.01,18600,93186.0,21.94,0.0,0.0
2024-04-08,002044,美年健康,卖出,4.88,18600,90768.0,21.37,45.33,0.0
2024-04-09,600673,东阳光,买入,9.03,10000,90300.0,21.26,0.0,0.92
2024-04-10,513050,中概互联,买入,0.964,95400,91965.6,21.65,0.0,0.0
2024-04-10,600673,东阳光,卖出,9.17,10000,91700.0,21.59,45.85,0.92
2024-04-11,513050,中概互联,卖出,0.965,95400,92061.0,21.67,0.0,0.0
2024-04-11,600795,国电电力,买入,5.28,17400,91872.0,21.63,0.0,0.92
2024-04-12,600795,国电电力,卖出,5.3,17400,92220.0,21.71,46.11,0.93
2024-04-12,600707,彩虹股份,买入,7.83,11700,91611.0,21.57,0.0,0.92
2024-04-15,600707,彩虹股份,卖出,7.88,11700,92196.0,21.7,45.97,1.0
2024-04-15,603082,北自科技,买入,40.15,2300,92345.0,21.74,0.0,0.92
2024-04-22,603082,北自科技,卖出,34.93,2200,76846.0,18.09,38.43,0.77
2024-04-22,605338,巴比食品,买入,16.15,4700,75905.0,17.87,0.0,0.76
2024-04-24,605338,巴比食品,卖出,16.26,4700,76422.0,17.99,38.21,0.76
2024-04-24,600707,彩虹股份,买入,7.37,10500,77385.0,18.22,0.0,0.74
2024-04-25,600707,彩虹股份,卖出,7.48,10500,78540.0,18.49,39.05,0.91
2024-04-25,002044,美年健康,买入,4.58,17100,78318.0,18.44,0.0,0.0
2024-04-26,002044,美年健康,卖出,4.7,17100,80370.0,18.92,40.2,0.0
2024-04-26,603082,北自科技,买入,38.29,2100,80409.0,18.93,0.0,0.81
2024-05-06,600313,农发种业,买入,6.87,11600,79692.0,18.76,0.0,0.8
2024-05-06,603082,北自科技,卖出,38.32,2100,80472.0,18.94,40.24,0.8
2024-05-09,600313,农发种业,卖出,6.94,11600,80504.0,18.95,40.25,0.81
2024-05-09,600031,XD三一重,买入,17.46,4600,80316.0,18.91,0.0,0.8
2024-05-14,600031,XD三一重,卖出,16.93,4500,76185.0,17.93,38.09,0.76
2024-05-14,513050,中概互联,买入,1.114,68400,76197.6,17.94,0.0,0.0
2024-05-17,513050,中概互联,卖出,1.148,68400,78523.2,18.48,0.0,0.0
2024-05-17,603082,北自科技,买入,35.77,2100,75117.0,17.68,0.0,0.75
2024-05-28,603082,北自科技,卖出,33.6,2100,70560.0,16.61,35.28,0.71
2024-05-28,513050,中概互联,买入,1.097,67300,73828.1,17.38,0.0,0.0
2024-05-29,513050,中概互联,卖出,1.063,67300,71539.9,16.84,0.0,0.0
2024-05-29,603890,春秋电子,买入,9.61,7400,71114.0,16.74,0.0,0.73
2024-07-24,600636,国新文化,买入,7.79,7800,60762.0,14.3,0.0,0.6
2024-07-24,603890,春秋电子,卖出,8.2,7400,60680.0,14.28,30.34,0.61
2024-08-02,600636,国新文化,卖出,7.88,7800,61464.0,14.47,30.73,0.62
2024-08-02,002840,华统股份,买入,14.59,4200,61278.0,14.42,0.0,0.0
2024-08-08,002840,华统股份,卖出,13.69,4100,56129.0,13.21,28.06,0.0
2024-08-08,300158,振东制药,买入,4.59,12300,56457.0,13.29,0.0,0.0
2024-08-14,300158,振东制药,卖出,4.18,12300,51414.0,12.1,25.72,0.0
2024-08-14,600707,彩虹股份,买入,6.32,8100,51192.0,12.05,0.0,0.5
2024-08-21,600707,彩虹股份,卖出,6.54,8200,53628.0,12.62,26.82,0.54
2024-08-21,600636,国新文化,买入,7.47,7200,53784.0,12.66,0.0,0.54
2024-08-27,600636,国新文化,卖出,7.2,7300,52560.0,12.37,26.28,0.52
2024-08-27,300158,振东制药,买入,4.05,13000,52650.0,12.39,0.0,0.0
2024-09-04,300158,振东制药,卖出,3.97,13100,52007.0,12.24,26.0,0.0
2024-09-04,600998,九州通,买入,4.81,10800,51948.0,12.23,0.0,0.52
2024-09-25,600636,国新文化,买入,8.21,6700,55007.0,12.95,0.0,0.55
2024-09-25,600998,九州通,卖出,5.02,10929,54863.58,12.91,27.43,0.57
2024-09-26,600636,国新文化,卖出,8.36,6700,56012.0,13.19,28.01,0.56
2024-09-26,002230,科大讯飞,买入,37.54,1400,52556.0,12.37,0.0,0.0
2024-09-26,603890,春秋电子,卖出,9.32,100,932.0,5.0,0.47,0.01
2024-09-26,605338,巴比食品,卖出,14.79,100,1479.0,5.0,0.74,0.01
2024-09-27,002840,华统股份,卖出,11.57,100,1157.0,5.0,0.58,0.0
2024-09-27,159828,医疗ETF,买入,0.398,190000,75620.0,17.8,0.0,0.0
2024-09-27,600313,农发种业,卖出,5.73,100,573.0,5.0,0.29,0.01
2024-09-27,002037,保利联合,卖出,7.23,100,723.0,5.0,0.36,0.0
2024-09-27,002044,美年健康,卖出,3.88,100,388.0,5.0,0.19,0.0
2024-09-27,000723,美锦能源,卖出,4.59,100,459.0,5.0,0.23,0.0
2024-09-27,513050,中概互联,卖出,1.21,100,121.0,5.0,0.0,0.0
2024-09-27,002466,天齐锂业,卖出,30.33,100,3033.0,5.0,1.52,0.0
2024-09-27,002230,科大讯飞,卖出,38.72,1500,58080.0,13.67,29.04,0.0
2024-09-27,600673,东阳光,卖出,7.12,100,712.0,5.0,0.36,0.01
2024-09-27,603082,北自科技,卖出,29.52,100,2952.0,5.0,1.48,0.03
2024-09-27,600031,三一重工,卖出,17.62,100,1762.0,5.0,0.88,0.02
2024-09-30,159828,医疗ETF,卖出,0.417,190100,79271.7,18.66,0.0,0.0
2024-09-30,513050,中概互联,买入,1.302,60800,79161.6,18.63,0.0,0.0
2024-10-08,002514,宝馨科技,卖出,5.61,100,561.0,5.0,0.28,0.0
2024-10-08,513050,中概互联,卖出,1.307,60800,79465.6,18.71,0.0,0.0
2024-10-10,000423,东阿阿胶,买入,60.96,1300,79248.0,18.65,0.0,0.0
2024-10-16,000423,东阿阿胶,卖出,58.73,1300,76349.0,17.97,38.21,0.0
2024-10-16,002190,成飞集成,买入,17.41,4400,76604.0,18.03,0.0,0.0
2024-10-18,300059,东方财富,买入,22.99,3200,73568.0,17.32,0.0,0.0
2024-10-18,002190,成飞集成,卖出,17.02,4400,74888.0,17.63,37.44,0.0
2024-10-28,002044,美年健康,买入,4.27,17300,73871.0,17.39,0.0,0.0
2024-10-28,300059,东方财富,卖出,22.58,3200,72256.0,17.01,36.13,0.0
2024-10-31,002044,美年健康,卖出,4.62,17300,79926.0,18.81,39.97,0.0
2024-10-31,600707,彩虹股份,买入,7.63,10400,79352.0,18.68,0.0,0.84
2024-11-04,600707,彩虹股份,卖出,7.25,10400,75400.0,17.75,37.7,0.78
2024-11-04,600887,伊利股份,买入,28.81,2600,74906.0,17.63,0.0,0.75
2024-11-05,600887,伊利股份,卖出,29.03,2600,75478.0,17.77,37.74,0.75
2024-11-06,600313,农发种业,买入,6.93,11000,76230.0,17.94,0.0,0.77
2024-11-07,600313,农发种业,卖出,7.67,11000,84370.0,19.86,42.2,0.86
2024-11-07,002946,新乳业,买入,13.35,6300,84105.0,19.8,0.0,0.0
2024-11-08,002946,新乳业,卖出,13.65,6300,85995.0,20.24,43.0,0.0
2024-11-08,000977,浪潮信息,买入,49.0,1700,83300.0,19.61,0.0,0.0
2024-11-11,002840,华统股份,买入,13.01,7200,93672.0,22.05,0.0,0.0
2024-11-11,000977,浪潮信息,卖出,53.9,1700,91630.0,21.57,45.82,0.0
2024-11-12,002840,华统股份,卖出,12.99,7200,93528.0,22.02,46.76,0.0
2024-11-12,600056,中国医药,买入,12.422,7500,93164.0,21.93,0.0,0.92
2024-11-13,600056,中国医药,卖出,13.29,3680,48907.2,11.51,24.45,0.48
2024-11-13,600056,中国医药,卖出,13.193,3820,50397.8,11.86,25.2,0.51
2024-11-13,002866,传艺科技,买入,17.71,5600,99176.0,23.35,0.0,0.0
2024-11-14,002866,传艺科技,卖出,19.64,5600,109984.0,25.89,54.99,0.0
2024-11-14,002493,荣盛石化,买入,10.28,10700,109996.0,25.89,0.0,0.0
2024-11-15,002493,荣盛石化,卖出,10.0,10700,107000.0,25.19,53.5,0.0
2024-11-15,002230,科大讯飞,买入,55.92,1900,106248.0,25.01,0.0,0.0
2024-11-18,002866,传艺科技,买入,20.75,1100,22825.0,5.37,0.0,0.0
2024-11-18,002230,科大讯飞,卖出,48.01,1900,91219.0,21.47,45.61,0.0
2024-11-18,002866,传艺科技,买入,20.89,3300,68937.0,16.23,0.0,0.0
2024-11-19,002222,福晶科技,买入,32.2,2600,83720.0,19.71,0.0,0.0
2024-11-19,002866,传艺科技,卖出,19.088,4400,83988.0,19.77,41.99,0.0
2024-11-20,002222,福晶科技,卖出,32.794,2600,85264.0,20.07,42.64,0.0
2024-11-21,002840,华统股份,买入,12.499,6800,84992.0,20.01,0.0,0.0
2024-11-22,002840,华统股份,卖出,13.449,6800,91453.0,21.53,45.73,0.0
2024-11-22,002531,天顺风能,买入,8.876,10300,91425.0,21.52,0.0,0.0
2024-11-25,002531,天顺风能,卖出,8.5,10300,87550.0,20.61,43.78,0.0
2024-11-25,002654,万润科技,买入,14.22,6100,86742.0,20.42,0.0,0.0
2024-11-27,002654,万润科技,卖出,13.6,6100,82960.0,19.53,41.48,0.0
2024-11-27,002531,天顺风能,买入,8.9,9300,82770.0,19.48,0.0,0.0
2024-11-28,002531,天顺风能,卖出,9.22,9300,85746.0,20.18,42.87,0.0
2024-11-28,600673,东阳光,买入,8.56,10000,85600.0,20.15,0.0,0.86
2024-11-29,300059,东方财富,买入,27.78,2900,80562.0,18.96,0.0,0.0
2024-11-29,600673,东阳光,卖出,8.23,10000,82300.0,19.37,41.15,0.81
2024-12-02,601118,海南橡胶,买入,6.13,13200,80916.0,19.05,0.0,0.81
2024-12-02,300059,东方财富,卖出,27.37,2900,79373.0,18.68,39.69,0.0
2024-12-04,601118,海南橡胶,卖出,5.89,13200,77748.0,18.3,38.87,0.78
2024-12-04,000066,中国长城,买入,18.08,4300,77744.0,18.3,0.0,0.0
2024-12-06,000066,中国长城,卖出,17.82,4300,76626.0,18.04,38.31,0.0
2024-12-06,600636,国新文化,买入,11.38,6700,76245.0,17.95,0.0,0.75
2024-12-09,600636,国新文化,卖出,11.13,6700,74571.0,17.55,37.35,0.69
2024-12-09,002366,融发核电,买入,5.66,13200,74712.0,17.59,0.0,0.0
2024-12-11,002366,融发核电,卖出,5.41,13200,71412.0,16.81,35.71,0.0
2024-12-11,000100,TCL科技,买入,5.06,14100,71346.0,16.79,0.0,0.0
2024-12-12,000100,TCL科技,卖出,5.09,14100,71769.0,16.89,35.88,0.0
2024-12-12,600056,中国医药,买入,12.29,5800,71282.0,16.78,0.0,0.71
2024-12-13,600056,中国医药,卖出,12.2,5800,70760.0,16.66,35.38,0.71
2024-12-13,300058,蓝色光标,买入,12.21,5800,70818.0,16.67,0.0,0.0
2024-12-17,603220,中贝通信,买入,23.52,2600,61152.0,14.4,0.0,0.61
2024-12-17,300058,蓝色光标,卖出,10.77,5800,62466.0,14.7,31.23,0.0
2024-12-18,603220,中贝通信,卖出,23.54,2600,61204.0,14.41,30.6,0.61
2024-12-18,300189,神农种业,买入,4.892,12800,62612.0,14.74,0.0,0.0
2024-12-19,300189,神农种业,卖出,4.36,12800,55808.0,13.14,27.91,0.0
2024-12-19,000977,浪潮信息,买入,48.36,1100,53196.0,12.52,0.0,0.0
2024-12-20,000977,浪潮信息,卖出,51.325,1100,56457.0,13.29,28.24,0.0
2024-12-20,002173,创新医疗,买入,11.36,5200,59072.0,13.91,0.0,0.0
2024-12-23,002173,创新医疗,卖出,9.92,5200,51584.0,12.14,25.81,0.0
2024-12-23,002728,特一药业,买入,9.49,5400,51246.0,12.06,0.0,0.0
2024-12-24,002728,特一药业,卖出,9.18,5400,49572.0,11.67,24.8,0.0
2024-12-24,000977,浪潮信息,买入,53.33,900,47997.0,11.3,0.0,0.0
2024-12-26,002080,中材科技,买入,14.44,700,10108.0,5.0,0.0,0.0
2024-12-26,601127,赛力斯,买入,134.09,300,40227.0,9.47,0.0,0.4
2024-12-26,000977,浪潮信息,卖出,54.01,900,48609.0,11.44,24.3,0.0
2024-12-27,601127,赛力斯,卖出,134.2,300,40260.0,9.48,20.13,0.4
2024-12-27,002080,中材科技,卖出,14.09,700,9863.0,5.0,4.93,0.0
2024-12-27,300189,神农种业,买入,3.66,13700,50142.0,11.8,0.0,0.0
2024-12-30,300189,神农种业,卖出,3.92,13700,53704.0,12.64,26.86,0.0
2024-12-30,300493,润欣科技,买入,28.13,1900,53447.0,12.58,0.0,0.0
2024-12-31,300493,润欣科技,卖出,28.5,1900,54150.0,12.75,27.08,0.0
2025-01-02,300493,润欣科技,买入,28.57,1800,51426.0,12.11,0.0,0.0
2025-01-06,300493,润欣科技,卖出,24.48,1800,44064.0,10.37,22.02,0.0
2025-01-07,300189,神农种业,买入,3.55,12400,44020.0,10.36,0.0,0.0
2025-01-08,300189,神农种业,卖出,3.61,12400,44764.0,10.54,22.38,0.0
2025-01-08,002173,创新医疗,买入,8.753,5000,43764.0,10.3,0.0,0.0
2025-01-09,300493,润欣科技,买入,30.49,1400,42686.0,10.05,0.0,0.0
2025-01-09,002173,创新医疗,卖出,8.85,5000,44250.0,10.42,22.13,0.0
2025-01-10,300493,润欣科技,卖出,29.52,1400,41328.0,9.73,20.66,0.0
2025-01-10,300537,广信材料,买入,18.77,2300,43171.0,10.16,0.0,0.0
2025-01-13,300537,广信材料,卖出,17.5,2300,40250.0,9.47,20.13,0.0
2025-01-14,300058,蓝色光标,买入,8.46,4800,40608.0,9.56,0.0,0.0
2025-01-15,300058,蓝色光标,卖出,10.02,4800,48096.0,11.32,24.05,0.0
2025-01-15,002323,雅博股份,买入,1.74,27700,48198.0,11.35,0.0,0.0
2025-01-16,002323,雅博股份,卖出,1.73,27700,47921.0,11.28,23.97,0.0
2025-01-16,002514,宝馨科技,买入,8.23,5800,47734.0,11.24,0.0,0.0
2025-01-17,002514,宝馨科技,卖出,7.51,5800,43558.0,10.25,21.78,0.0
2025-01-17,605337,李子园,买入,11.9,3600,42840.0,10.08,0.0,0.41
2025-01-20,600006,东风股份,买入,6.97,6100,42517.0,10.01,0.0,0.43
2025-01-20,605337,李子园,卖出,11.65,3600,41940.0,9.87,20.97,0.42
2025-01-21,600833,第一医药,买入,12.84,3300,42372.0,9.97,0.0,0.42
2025-01-21,600006,东风股份,卖出,7.04,6100,42944.0,10.11,21.47,0.43
2025-01-22,600833,第一医药,卖出,12.55,3300,41415.0,9.75,20.71,0.41
2025-01-22,603220,中贝通信,买入,20.93,2000,41860.0,9.85,0.0,0.42
2025-01-23,603220,中贝通信,卖出,21.67,2000,43340.0,10.2,21.67,0.42
2025-01-23,002115,三维通信,买入,7.09,6100,43249.0,10.18,0.0,0.0
2025-01-24,002115,三维通信,卖出,6.45,6100,39345.0,9.26,19.68,0.0
2025-01-24,600598,北大荒,买入,14.04,2800,39312.0,9.25,0.0,0.39
2025-02-06,600598,北大荒,卖出,14.32,2800,40096.0,9.44,20.05,0.4
2025-02-06,600789,鲁抗医药,买入,9.42,4200,39564.0,9.31,0.0,0.4
2025-02-07,600789,鲁抗医药,卖出,9.5,4200,39900.0,9.39,19.95,0.4
2025-02-07,600789,鲁抗医药,买入,9.95,4000,39800.0,9.37,0.0,0.4
2025-02-10,600789,鲁抗医药,买入,10.29,4000,41160.0,9.69,0.0,0.41
2025-02-10,600789,鲁抗医药,卖出,10.45,4000,41800.0,9.84,20.9,0.42
2025-02-11,300058,蓝色光标,买入,10.41,3900,40599.0,9.56,0.0,0.0
2025-02-11,600789,鲁抗医药,卖出,10.01,4000,40040.0,9.43,20.03,0.4
2025-02-12,300058,蓝色光标,卖出,10.21,3900,39819.0,9.37,19.91,0.0
2025-02-12,002077,大港股份,买入,15.2,2600,39520.0,9.3,0.0,0.0
2025-02-13,002077,大港股份,卖出,14.9,2600,38740.0,9.12,19.39,0.0
2025-02-13,000595,宝塔实业,买入,6.47,6000,38820.0,9.14,0.0,0.0
2025-02-14,000595,宝塔实业,卖出,6.19,6000,37140.0,8.74,18.57,0.0
2025-02-17,002080,中材科技,买入,12.63,2900,36627.0,8.62,0.0,0.0
2025-02-18,002080,中材科技,卖出,12.42,2900,36018.0,8.48,18.01,0.0
2025-02-18,000595,宝塔实业,买入,7.05,5200,36660.0,8.63,0.0,0.0
2025-02-19,000595,宝塔实业,卖出,6.86,5200,35672.0,8.4,17.84,0.0
2025-02-20,600132,重庆啤酒,买入,57.6,600,34560.0,8.14,0.0,0.34
2025-02-24,600132,重庆啤酒,卖出,57.08,200,11416.0,5.0,5.7,0.12
2025-02-24,600132,重庆啤酒,卖出,56.93,400,22772.0,5.36,11.39,0.23
2025-02-25,000759,中百集团,买入,9.12,3800,34656.0,8.16,0.0,0.0
2025-02-27,000759,中百集团,卖出,9.25,3800,35150.0,8.27,17.58,0.0
2025-02-27,600693,东百集团,买入,5.85,6100,35685.0,8.4,0.0,0.36
2025-02-28,600693,东百集团,卖出,6.262,6100,38200.0,8.99,19.1,0.38
2025-02-28,300094,国联水产,买入,3.75,10100,37875.0,8.92,0.0,0.0
2025-03-04,300094,国联水产,卖出,3.57,10100,36057.0,8.49,18.05,0.0
2025-03-04,605188,国光连锁,买入,7.22,5000,36100.0,8.5,0.0,0.38
2025-03-06,605188,国光连锁,卖出,7.4,2100,15540.0,5.0,7.77,0.16
2025-03-06,605188,国光连锁,卖出,7.36,2900,21344.0,5.02,10.67,0.21
2025-03-06,300059,东方财富,买入,23.49,1500,35235.0,8.29,0.0,0.0
2025-03-07,300059,东方财富,卖出,23.64,1500,35460.0,8.35,17.73,0.0
2025-03-07,002780,三夫户外,买入,11.26,3300,37158.0,8.75,0.0,0.0
2025-03-11,002840,华统股份,买入,11.71,3200,37472.0,8.82,0.0,0.0
2025-03-11,002780,三夫户外,卖出,11.34,3300,37422.0,8.81,18.71,0.0
2025-03-13,002840,华统股份,卖出,11.47,3200,36704.0,8.64,18.36,0.0
2025-03-13,002728,特一药业,买入,8.25,4400,36300.0,8.55,0.0,0.0
2025-03-14,002728,特一药业,卖出,8.18,4400,35992.0,8.47,17.99,0.0
2025-03-14,000759,中百集团,买入,9.49,3800,36062.0,8.49,0.0,0.0
2025-03-17,000759,中百集团,卖出,9.52,3800,36176.0,8.52,18.09,0.0
2025-03-17,002531,天顺风能,买入,7.74,4600,35604.0,8.38,0.0,0.0
2025-03-19,002531,天顺风能,卖出,7.57,4600,34822.0,8.2,17.41,0.0
2025-03-19,300493,润欣科技,买入,25.935,1300,33716.0,7.94,0.0,0.0
2025-03-21,300493,润欣科技,卖出,25.27,1300,32851.0,7.73,16.42,0.0
2025-03-21,002531,天顺风能,买入,7.98,4300,34314.0,8.08,0.0,0.0
2025-03-27,000558,天府文旅,买入,3.96,8100,32076.0,7.55,0.0,0.0
2025-03-27,002531,天顺风能,卖出,7.45,4300,32035.0,7.54,16.03,0.0
2025-03-28,000558,天府文旅,卖出,3.67,8100,29727.0,7.0,14.86,0.0
2025-03-28,600789,鲁抗医药,买入,11.29,2600,29354.0,6.91,0.0,0.29
2025-03-31,600789,鲁抗医药,卖出,10.36,2600,26936.0,6.34,13.47,0.26
2025-03-31,600104,上汽集团,买入,15.91,1700,27047.0,6.37,0.0,0.27
2025-04-03,600104,上汽集团,卖出,15.55,1700,26435.0,6.22,13.22,0.26
2025-04-03,300189,神农种业,买入,3.59,7500,26925.0,6.34,0.0,0.27
2025-04-08,300189,神农种业,卖出,4.85,7500,36375.0,8.56,18.19,0.36
2025-04-10,001318,阳光乳业,买入,14.12,2500,35300.0,8.31,0.0,0.35
2025-04-11,001318,阳光乳业,卖出,14.2,2500,35500.0,8.36,17.75,0.36
2025-04-14,300537,广信材料,买入,17.08,2100,35868.0,8.44,0.0,0.36
2025-04-15,300537,广信材料,卖出,17.18,2100,36078.0,8.49,18.04,0.37
2025-04-15,000681,视觉中国,买入,19.98,1800,35964.0,8.47,0.0,0.36
2025-04-16,002190,成飞集成,买入,16.38,2100,34398.0,8.1,0.0,0.34
2025-04-16,000681,视觉中国,卖出,19.09,1800,34362.0,8.09,17.16,0.36
2025-04-18,002190,成飞集成,卖出,15.7,2100,32970.0,7.76,16.5,0.33
2025-04-21,003023,彩虹集团,买入,19.04,1700,32368.0,7.62,0.0,0.32
2025-04-22,003023,彩虹集团,卖出,18.19,1700,30923.0,7.28,15.47,0.32
2025-04-22,600095,湘财股份,买入,8.4,3600,30240.0,7.12,0.0,0.31
2025-04-24,600095,湘财股份,卖出,8.32,3600,29952.0,7.05,14.98,0.3
2025-04-24,002366,融发核电,买入,4.81,6300,30303.0,7.13,0.0,0.3
2025-04-29,002366,融发核电,卖出,4.79,6300,30177.0,7.1,15.08,0.3
2025-04-29,002131,利欧股份,买入,3.55,8500,30175.0,7.1,0.0,0.3
2025-04-30,002131,利欧股份,卖出,3.87,8500,32895.0,7.74,16.43,0.31
2025-04-30,002131,利欧股份,买入,3.85,8500,32725.0,7.7,0.0,0.33
2025-05-06,002131,利欧股份,卖出,3.91,8500,33235.0,7.82,16.61,0.33
2025-05-06,002131,利欧股份,买入,3.97,8300,32951.0,7.76,0.0,0.33
2025-05-07,300059,东方财富,买入,22.42,1400,31388.0,7.39,0.0,0.31
2025-05-07,002131,利欧股份,卖出,4.01,8300,33283.0,7.83,16.64,0.33
2025-05-08,300059,东方财富,卖出,21.13,1400,29582.0,6.96,14.79,0.3
2025-05-08,002044,美年健康,买入,5.57,5600,31192.0,7.34,0.0,0.31
2025-05-12,002044,美年健康,卖出,5.35,5600,29960.0,7.05,14.98,0.3
2025-05-12,300059,东方财富,买入,21.7,1300,28210.0,6.64,0.0,0.28
2025-05-13,300059,东方财富,卖出,21.76,1300,28288.0,6.66,14.14,0.28
2025-05-13,300058,蓝色光标,买入,9.02,3300,29766.0,7.01,0.0,0.3
2025-05-14,300058,蓝色光标,卖出,8.76,3300,28908.0,6.8,14.45,0.29
2025-05-14,002923,润都股份,买入,12.37,2300,28451.0,6.7,0.0,0.28
2025-05-15,002923,润都股份,卖出,12.71,2300,29233.0,6.88,14.62,0.3
2025-05-15,300189,神农种业,买入,4.43,6700,29681.0,6.99,0.0,0.3
2025-05-16,300189,神农种业,卖出,4.27,6700,28609.0,6.73,14.3,0.29
2025-05-16,002366,融发核电,买入,5.41,5300,28673.0,6.75,0.0,0.29
2025-05-21,002697,红旗连锁,买入,6.06,4500,27270.0,6.42,0.0,0.27
2025-05-21,002366,融发核电,卖出,5.21,5300,27613.0,6.5,13.8,0.28
2025-05-22,002697,红旗连锁,卖出,6.01,4500,27045.0,6.37,13.52,0.27
2025-05-22,300189,神农种业,买入,4.47,6100,27267.0,6.42,0.0,0.27
2025-05-23,300189,神农种业,卖出,4.26,6100,25986.0,6.12,12.98,0.26
2025-05-23,000777,中核科技,买入,18.48,1400,25872.0,6.09,0.0,0.26
2025-05-26,000777,中核科技,卖出,18.51,1400,25914.0,6.1,12.96,0.26
2025-05-26,300255,常山药业,买入,28.8,900,25920.0,6.1,0.0,0.26
2025-05-30,300255,常山药业,卖出,36.9,900,33210.0,7.82,16.61,0.33
2025-05-30,300148,天舟文化,买入,5.18,6400,33152.0,7.8,0.0,0.33
2025-06-03,300148,天舟文化,卖出,4.96,6400,31744.0,7.47,15.87,0.31
2025-06-04,601007,金陵饭店,买入,7.87,4000,31480.0,7.41,0.0,0.31
2025-06-06,300086,康芝药业,买入,5.46,5700,31122.0,7.33,0.0,0.31
2025-06-06,601007,金陵饭店,卖出,7.9,4000,31600.0,7.44,15.8,0.31
2025-06-10,300537,广信材料,买入,20.02,1500,30030.0,7.07,0.0,0.3
2025-06-10,300086,康芝药业,卖出,5.43,5700,30951.0,7.29,15.48,0.31
2025-06-11,300537,广信材料,卖出,20.6,1500,30900.0,7.27,15.45,0.31
2025-06-11,301156,美农生物,买入,21.63,1400,30282.0,7.13,0.0,0.3
2025-06-17,301156,美农生物,卖出,19.77,1400,27678.0,6.52,13.84,0.28
2025-06-18,002241,歌尔股份,买入,23.63,1200,28356.0,6.68,0.0,0.28
2025-06-25,002241,歌尔股份,卖出,23.79,1200,28548.0,6.72,14.28,0.29
2025-06-25,300059,东方财富,买入,24.33,1200,29196.0,6.87,0.0,0.28
2025-06-26,300059,东方财富,卖出,23.12,1200,27744.0,6.53,13.87,0.28
2025-06-26,002241,歌尔股份,买入,23.41,1200,28092.0,6.61,0.0,0.28
2025-06-27,002241,歌尔股份,卖出,23.17,1200,27804.0,6.55,13.9,0.28
2025-06-27,600595,中孚实业,买入,4.36,6300,27468.0,6.47,0.0,0.28
2025-07-02,600595,中孚实业,卖出,4.86,6300,30618.0,7.21,15.31,0.31
2025-07-02,300189,神农种业,买入,4.59,6600,30294.0,7.13,0.0,0.3
2025-07-04,300442,润泽科技,买入,49.86,600,29916.0,7.04,0.0,0.3
2025-07-04,300189,神农种业,卖出,4.54,6600,29964.0,7.05,14.98,0.3
2025-07-08,300442,润泽科技,卖出,48.73,600,29238.0,6.88,14.62,0.29
2025-07-08,002317,众生药业,买入,16.06,1800,28908.0,6.8,0.0,0.29
2025-07-09,002317,众生药业,卖出,15.62,1800,28116.0,6.62,14.06,0.28
2025-07-09,002080,中材科技,买入,24.21,1100,26631.0,6.27,0.0,0.27
2025-07-10,002080,中材科技,卖出,25.03,1100,27533.0,6.48,13.77,0.28
2025-07-10,600518,康美药业,买入,2.12,13800,29256.0,6.89,0.0,0.29
2025-07-11,600518,康美药业,卖出,2.06,13800,28428.0,6.69,14.21,0.28
2025-07-11,603220,中贝通信,买入,22.69,1200,27228.0,6.41,0.0,0.27
2025-07-14,603220,中贝通信,卖出,22.55,1200,27060.0,6.37,13.53,0.27
2025-07-14,002511,中顺洁柔,买入,7.51,3700,27787.0,6.54,0.0,0.28
2025-07-15,002511,中顺洁柔,买入,7.88,3700,29156.0,6.86,0.0,0.29
